Date,Time,Temperature,Field_Site,NestCode,Eggs,Nestlings,NestStatus,YoungStatus,AdultStatus,Predators,PredatorType
16/06/2023,0850,17,StoneyCroft,N68R35STNY6,NA,NA,CN,IU,RA,N,NA
16/06/2023,0855,17,StoneyCroft,N75YW11STNY7,NA,NA,CN,IU,RA,N,NA
16/06/2023,0922,17,StoneyCroft,N76YW12SNTY8,NA,NA,CN,IU,NO,N,NA
16/06/2023,0855,17,StoneyCroft,N89C24STNY9,2,NA,CN,IU,AA,N,NA
16/06/2023,0909,17,StoneyCroft,N90C25STNY10,3,NA,CN,NO,NO,N,NA
16/06/2023,0925,17,StoneyCroft,N91YW18STNY11,NA,NA,DN,IU,IU ,N,NA
20/06/2023,1158,23,StoneyCroft,N68R35STNY6,NA,2,CN,PY,VA,N,NA
20/06/2023,0638,13,StoneyCroft,N75YW11STNY7,NA,NA,CN,IU,RA,N,NA
20/06/2023,0632,13,StoneyCroft,N76YW12SNTY8,NA,NA,CN,IU,RA,N,NA
20/06/2023,0630,13,StoneyCroft,N89C24STNY9,2,NA,CN,NO,VA,N,NA
20/06/2023,1055,22,StoneyCroft,N90C25STNY10,3,NA,CN,NO,VA,N,NA
20/06/2023,1225,23,StoneyCroft,N91YW18STNY11,NA,NA,DN,IU,NO,N,NA
22/06/2023,0712,18,StoneyCroft,N68R35STNY6,NA,NA,CN,NO,NO,N,NA
22/06/2023,0651,18,StoneyCroft,N75YW11STNY7,NA,NA,IU,IU,IU,N,NA
22/06/2023,0644,18,StoneyCroft,N76YW12SNTY8,NA,NA,CN,IU,RA,N,NA
22/06/2023,0645,18,StoneyCroft,N89C24STNY9,2,NA,CN,NO,AA,N,NA
22/06/2023,0849,18,StoneyCroft,N90C25STNY10,3,NA,CN,NO,NO,N,NA
22/06/2023,0650,18,StoneyCroft,N91YW18STNY11,NA,NA,DN,IU,NO,N,NA
22/06/2023,0656,18,StoneyCroft,N92YW19STNY12,NA,NA,CN,IU,NO,N,NA
26/06/2023,1140,24,StoneyCroft,N75YW11STNY7,NA,NA,CN,IU,IU,N,NA
26/06/2023,1134,24,StoneyCroft,N76YW12SNTY8,NA,NA,CN,IU,VA,Y,Squirrel 
26/06/2023,1130,24,StoneyCroft,N89C24STNY9,NA,NA,CN,NO,NO,N, 
26/06/2023,1148,24,StoneyCroft,N90C25STNY10,NA,NA,CN,IU,NO,N,NA
26/06/2023,1142,24,StoneyCroft,N92YW19STNY12,NA,NA,CN,IU,VA,Y,Squirrel 
30/06/2023,1006,23,StoneyCroft,N75YW11STNY7,NA,NA,IU,IU,IU,N,NA
30/06/2023,1056,23,StoneyCroft,N90C25STNY10,NA,NA,CN,IU,NO,N,NA
30/06/2023,1034,23,StoneyCroft,N92YW19STNY12,NA,NA,CN,IU,NO,N,NA
04/07/2023,1307,27,StoneyCroft,N75YW11STNY7,NA,NA,CN,IU,IU,N,NA
04/07/2023,1314,27,StoneyCroft,N90C25STNY10,NA,NA,CN,NO,NO,N,NA
04/07/2023,1303,27,StoneyCroft,N92YW19STNY12,NA,NA,CN,IU,NO,N,NA
07/07/2023,0728,23,StoneyCroft,N92YW19STNY12,NA,NA,CN,IU,NO,N,NA
07/07/2023,0725,23,StoneyCroft,N75YW11STNY7,NA,NA,IU,IU,NO,N,NA
07/07/2023,0732,23,StoneyCroft,N96YW22STNY14,NA,0,CN,NO,NO,N,NA
11/07/2023,1012,20,StoneyCroft,N92YW19STNY12,NA,NA,CN,IU,NO,N,NA
11/07/2023,1008,20,StoneyCroft,N75YW11STNY7,NA,NA,CN,IU,IU,N,NA
11/07/2023,1001,20,StoneyCroft,N96YW22STNY14,NA,NA,RN,IU,NO,N,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
