OBJECTID,Type,Lien,Nom,NUM_INDEX,SUPERFICIE,PROPRIETE,GESTION,COMPETENCE,TYPO1,TYPO2
582,,,Dickson / Pierre-Bédard,0104-003,0.05787939537209098,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
583,Parc,,Pierre-Bédard,0094-000,5.285913599243359,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
584,Parc,,Papineau,0182-000,0.11976794521615435,Ville de Montréal,Ville-Marie,Arrondissement,Parc d'arrondissement,Îlot de verdure
585,,,Grand parc de l'Ouest,9512-000,4.6848673267816645,Ville de Montréal,"Service des grands parcs, du Mont-Royal et des sports",Agglomération,Grand parc,
586,Parc,,de Gaspé,0291-000,0.30741393236236686,Ville de Montréal,Rosemont-La Petite-Patrie,Arrondissement,Parc d'arrondissement,Parc de quartier
587,Parc,,Desmarchais,2901-000,0.4944862292994166,Ville de Montréal,Verdun,Arrondissement,Parc d'arrondissement,Parc de quartier
588,Parc,,Gravel,2673-000,0.9277374968337821,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de voisinage
589,,,Centre Mont Saint-Antoine / École de La Lancée,,15.342335490895875,Institutionnel,Autre,Gouvernement du Québec,Parc d'arrondissement,Parc école
590,,,,,0.017462458600206173,,,,En cours de validation,
591,,,,,0.016263806550992983,,,,En cours de validation,
592,,,Olympia,2687-000,2.7680151522180036,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de voisinage
593,,,Base militaire Longue-Pointe,,6.94292216926892,Institutionnel,Autre,Privé,Autre espace vert,Espace institutionnel
594,,,Perras / Marc-Aurèle-Fortin,1111-000,0.2158685788024038,Ville de Montréal,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,Parc d'arrondissement,Parc de voisinage
595,Parc,de l',Héritage-Équestre,2723-000,2.507279836774026,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de quartier
596,,,École Academie Dunton,,2.660260061380949,Commission scolaire,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc école
597,,,Norman-Mclaren,1285-000,0.12688665549940514,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Passage
598,Parc,,Cérès,2657-000,1.4001301744322043,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de quartier
599,Parc,,Bloomfield,0586-000,0.03635780278403447,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de voisinage
600,Parc,de la,Ferme-Sous-les-Noyers,1806-004,0.09510787225626441,Ville de Montréal,Ville-Marie,Arrondissement,Parc d'arrondissement,Parc de quartier
601,,,École secondaire d'Anjou,,3.3653989284068917,Commission scolaire,Commission scolaire,Gouvernement du Québec,Parc d'arrondissement,Parc école
602,Square,,Dalhousie,1117-000,0.2971489650685416,Ville de Montréal,Ville-Marie,Arrondissement,Parc d'arrondissement,Place publique
603,Parc-nature,du,Bois-de-Liesse,9543-000,112.51966290995573,Ville de Montréal,"Service des grands parcs, du Mont-Royal et des sports",Agglomération,Grand parc,Parc-nature
604,,,Gilbert-Langevin,,0.10623875298428145,Institutionnel,Autre,Privé,Autre espace vert,Espace vacant
605,,,Antenne Longue-Pointe,0600-001,0.15772017986446787,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Autre espace vert,Promenade urbaine
606,Parc,,Hillcrest,2724-000,0.6761765170066242,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de voisinage
607,,,École Saint-François-d’Assise,,0.9211919146983691,Commission scolaire,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc école
608,,,Norman-Mclaren,1285-000,0.12688679406153963,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Passage
609,Îlots,,Joseph-A.-Rodier,1641-032,0.016063322750693616,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Îlot de voirie
610,Parc,,Edmondo-Chiodini,1000-000,0.25594048168136996,Ville de Montréal,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,Parc d'arrondissement,Parc de voisinage
611,,,Bibliothèque de Pierrefonds,2730-002,1.2256076110195588,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Îlot de verdure
612,Parc,,Jacques-Blanchet,0086-000,0.3508907293215398,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
613,Parc,,Parkinson,2689-000,1.2273157757402848,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de quartier
614,Boulevard,,Ville-Marie,0799-000,1.5755975487492708,Institutionnel,Autre,Gouvernement du Québec,Espace voirie,Bande gazonnée
615,,,Guybourg,0099-000,0.47600008465250687,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
616,,,Complexe Administratif De Saint-Léonard,2850-000,8.790523862901292,Ville de Montréal,Saint-Léonard,Arrondissement,Parc d'arrondissement,Parc de quartier
617,Parc,des,Bourragans,0596-027,0.04232904731544598,Ville de Montréal,Ville-Marie,Arrondissement,Parc d'arrondissement,Parc de voisinage
618,Parc,,Lafond,0219-000,6.3683783446813536,Ville de Montréal,Rosemont-La Petite-Patrie,Arrondissement,Parc d'arrondissement,Parc de quartier
619,Parc,,Carmela-Galardo-Frascarelli,0244-000,0.09648910674511432,Ville de Montréal,Rosemont-La Petite-Patrie,Arrondissement,Parc d'arrondissement,Parc de voisinage
620,,,,,0.03987835394950362,,,,En cours de validation,
621,,,,,0.09686021320102302,,,,En cours de validation,
622,,,,,0.019432760920083638,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Bande riveraine
623,,,Grand parc de l'Ouest,9512-000,19.468587062861385,Ville de Montréal,"Service des grands parcs, du Mont-Royal et des sports",Agglomération,Grand parc,
624,,,Grand parc de l'Ouest,9512-000,0.06540284000077083,Ville de Montréal,"Service des grands parcs, du Mont-Royal et des sports",Agglomération,Grand parc,
625,Parc,,Joseph-Robin,0943-000,0.2151815196203016,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de voisinage
626,Parc,,Ovila-Légaré,0952-000,0.4624723295615666,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de quartier
627,,,Sainte-Cécile,1094-000,0.6930858412425753,Commission scolaire,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc école
628,Parc,,Michel-Ange,0944-000,0.15672609279063388,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de voisinage
629,,,École Henri-Forest,,0.38246902122015086,Commission scolaire,Commission scolaire,Gouvernement du Québec,Parc d'arrondissement,Parc école
630,,,Crémazie / 6e Av.,0410-009,0.1256620549335939,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Autre espace vert,Parc écran
631,Parc,,René-Goupil,0937-000,1.6769380638451847,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de quartier
632,Place,de la,Gare-Jean-Talon,1026-000,0.6107423481684874,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Place publique
633,Parc,,Jean-Marie-Lamonde,1071-000,0.25320464157265427,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de quartier
634,Parc,,Shaughnessy,0945-000,0.1299944493303952,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de voisinage
635,Parc,,François-Perrault,0946-000,3.856319315158678,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de quartier
636,,,Darling Sud et Nord,1641-192,0.009174489599554397,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Îlot de voirie
637,,,,,0.05827163400056848,,,,En cours de validation,
638,,,,,0.06535540654908724,,,,En cours de validation,
639,,,,,0.06715243699956575,,,,En cours de validation,
640,Mairie,de,Lasalle,2476-000,0.4896976205104059,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Parc de quartier
641,,,Grand parc de l'Ouest,9512-000,1.4988507460859155,Ville de Montréal,"Service des grands parcs, du Mont-Royal et des sports",Agglomération,Grand parc,
642,,,Grand parc de l'Ouest,9512-000,0.08005158827950432,Ville de Montréal,"Service des grands parcs, du Mont-Royal et des sports",Agglomération,Grand parc,
643,Parc,,Mignault,0484-000,0.1814499777999642,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
644,,,Juliette-Huot,0107-000,0.18373161319582387,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
645,,,Langelier / Le Breton,1641-179,0.032647290645880345,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
646,Parc,,Highlands,2452-000,0.43526537136674187,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Parc de voisinage
647,Parc,,J.-O.-R.-Leduc,2458-000,0.49050812084677764,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Parc de voisinage
648,Parc-canin,,Lapierre,2483-000,0.16747196712951606,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Parc de voisinage
649,Parc,,Birnam,0302-000,0.05427121573657374,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de voisinage
650,,,Castelnau / Lajeunesse,1641-405,0.009382514348397845,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Espace voirie,Îlot de voirie
651,,,Châteaubriand / du Rosaire,0869-000,0.016989665958867865,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Espace voirie,Passage
652,Parc,,Sainte-Yvette,0939-000,0.6585351420379549,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de quartier
653,,,Crémazie / Papineau (S.e.),0410-006,0.1397227051001529,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de voisinage
654,Parc,de,Turin,0406-000,1.1722326458986503,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de quartier
655,Parc,,Félix-Leclerc,0482-000,13.53888234575901,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
656,Îlots,,Joseph-A.-Rodier,1641-032,0.01573246804977826,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Îlot de voirie
657,Parc,de l',Ancienne-Pépinière,0075-000,3.3615067988903578,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
658,,,,,0.021779403356734048,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Bande riveraine
659,,,,,0.13983516977518481,,,,En cours de validation,
660,Place,,Langelier,1641-123,0.009650673749222495,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
661,Parc,,Hector-Vinet,0116-001,0.1361160613849404,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
662,Parc,,Boivin,2441-000,0.40548544518833246,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Parc de voisinage
663,Parc,,Clément-Jetté,0111-000,4.260302795995409,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
664,Parc,du,Moulin-Du-Rapide,0995-000,1.3771799174400878,Ville de Montréal,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,Parc d'arrondissement,Parc de voisinage
665,Parc,,Ouellette,2466-000,3.4148460907360474,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Parc de quartier
666,Parc,,Christophe-Colomb,2443-000,0.40950218108246056,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Parc de quartier
667,Parc,,Hébert,2451-000,0.35080464784944704,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Parc de quartier
668,,,Barclay,0885-000,1.3934370141756944,Commission scolaire,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc école
669,Parc,,Saint-Roch,0296-000,1.3693759691977,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de quartier
670,,,Mistral,1641-814,0.008074751700293922,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Espace voirie,Îlot de voirie
671,,,Frédéric-Back - Cité des Arts du Cirque - Tohu,0950-120,2.745534561149051,Ville de Montréal,Autre,Municipale,Autre espace vert,Espace institutionnel
672,Parc,,Gary-Longhi,0942-000,0.7255657704017037,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de quartier
673,,,Victor-Hugo,1030-001,0.04725521677981733,Ville de Montréal,Ville-Marie,Arrondissement,Espace voirie,Îlot de voirie
674,Place,,Victor-Morin,0073-000,0.08617750599342054,Ville de Montréal,Ville-Marie,Arrondissement,Parc d'arrondissement,Place publique
675,Place,,Gennevilliers-Laliberté,0079-000,2.247891682034159,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Place publique
676,Promenade,,Luc-Larrivée,1221-000,0.14508409276372686,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Autre espace vert,Promenade urbaine
677,Promenade,,Luc-Larrivée,1221-000,0.05549810493008934,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Autre espace vert,Promenade urbaine
678,Promenade,,Luc-Larrivée,1221-000,0.1071553546244496,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Autre espace vert,Promenade urbaine
679,Promenade,,Luc-Larrivée,1221-000,0.16790772157537137,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Autre espace vert,Promenade urbaine
680,Promenade,,Luc-Larrivée,1221-000,0.06131966090366032,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Autre espace vert,Promenade urbaine
681,Promenade,,Luc-Larrivée,1221-000,0.03205985831493303,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Autre espace vert,Promenade urbaine
682,Promenade,,Luc-Larrivée,1221-000,0.09721353820526359,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Autre espace vert,Promenade urbaine
683,Parc,,Mozart,0300-000,0.11879956765912898,Ville de Montréal,Rosemont-La Petite-Patrie,Arrondissement,Parc d'arrondissement,Parc de voisinage
684,Parc,de la,Coulée Grou,0956-000,0.631463260691136,Ville de Montréal,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,Parc d'arrondissement,Parc de quartier
685,,,Atwater / Saint-Charles,1054-002,0.18185276934940942,Ville de Montréal,Le Sud-Ouest,Arrondissement,Parc d'arrondissement,Parc de voisinage
686,Parc,,Sarah-Maxwell,0339-000,0.18200478167835688,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
687,Place,,Simon-Valois,1207-000,0.08776213344895478,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Place publique
688,Parc,,Joseph-Octave-Beaudry,0489-000,0.05090894806764514,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de voisinage
689,Parc,,Fernand-Gignac,1270-000,0.05614893011516308,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
690,,,Beauclerk / Hochelaga,1641-009,0.057201005177133044,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Îlot de voirie
691,Parc,,Jean-Louis-Beaudry,1163-000,2.305292904249179,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de voisinage
692,Parc,,Faribault,0092-000,0.13310024831707273,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
693,Parc,,Sainte-Claire,0106-000,0.288767594069037,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
694,Parc,,Pierre-Bernard,0110-000,5.773057476533898,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
695,,,Darling Sud et Nord,1641-192,0.013544093999720551,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Îlot de voirie
696,Parc,,Michel-Bourdon,1116-000,1.1398019926992347,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
697,Parc,,Saint-Laurent,2562-000,3.94034333638552,Ville de Montréal,Montréal-Nord,Arrondissement,Parc d'arrondissement,Parc de quartier
698,,,Forbin-Janson,0370-000,0.1381302269599122,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
699,,,Sherbrooke / Contrecoeur,0825-000,0.28856178597061427,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
700,,,Sherbrooke / Contrecoeur,0825-000,0.15718076617947138,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
701,Parc,,Champêtre,0076-000,5.45715246709562,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
702,Parc,de,Rouville,0780-000,0.0320284622532549,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
703,,,Lester B. Pearson,2573-001,1.339323544302396,Commission scolaire,Commission scolaire,Gouvernement du Québec,Parc d'arrondissement,Parc école
704,,,Eusèbe-Ménard,2554-000,0.6483871732453966,Ville de Montréal,Montréal-Nord,Arrondissement,Parc d'arrondissement,Parc de quartier
705,,,Saint-Jean-Baptiste-de-Lasalle,0143-000,0.9531668062225339,Commission scolaire,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc école
706,,,Pierre-Chevrier,1641-093,0.02294611542151706,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Îlot de voirie
707,,,de Rouen / Bennett,1176-000,0.9248724122304616,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
708,,,,,0.01530538880261148,,,,En cours de validation,
709,Parc,,Beatty,2894-000,0.21455089224886983,Ville de Montréal,Verdun,Arrondissement,Parc d'arrondissement,Parc de quartier
710,Parc,,Thomas-Chapais,0109-000,15.148355786657662,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
711,Parc,,Rousselot,1065-000,0.19330089849880341,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Espace voirie,Passage
712,,,,,0.0036138976000379564,,,,En cours de validation,
713,Place,,Délia-Tétreault,2617-000,0.01244573279997667,Ville de Montréal,Outremont,Arrondissement,Parc d'arrondissement,Îlot de verdure
714,Parc,de la,Traite-Des-Fourrures,0276-000,0.3067607233064672,Ville de Montréal,Le Sud-Ouest,Arrondissement,Parc d'arrondissement,Parc de voisinage
715,,,Irénée-Lussier,0840-000,0.6291447258631999,Commission scolaire,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc école
716,,,Beauclerk / Hochelaga,1641-009,0.0871242740733863,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Îlot de voirie
717,Parc,,Brook,2656-000,0.7669798706416318,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de quartier
718,Parc,du,Bois-des-Trottier,2655-000,1.4410572881500021,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Îlot de verdure
719,Parc,,Albert-Perras,2440-000,0.26621073194764056,Ville de Montréal,LaSalle,Arrondissement,Parc d'arrondissement,Parc de voisinage
720,,,Aubry / Teck,0117-000,0.2709959143358202,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
721,Parc,,Liébert,0105-000,3.806479675766024,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
722,Place,du,Frère-André,0268-000,0.045947819700735686,Ville de Montréal,Ville-Marie,Arrondissement,Parc d'arrondissement,Place publique
723,,,,,0.15727730869258438,Ville de Montréal,Montréal-Nord,Arrondissement,En cours de validation,
724,,,,,0.13442841149978998,,,,En cours de validation,
725,,,,,0.027666057048644225,,,,En cours de validation,
726,,,,,0.06451897018948279,,,,En cours de validation,
727,,,,,0.0037025759003007403,,,,En cours de validation,
728,,,,,0.0030962426500089533,,,,En cours de validation,
729,Domaine,,Saint-Paul,2890-000,25.588362681377667,Ville de Montréal,Verdun,Arrondissement,Autre espace vert,Espace vert
730,Parc,,Édouard-Raymond-Fabre,1161-000,2.699418384867413,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
731,Parc,,Dupéré,0108-000,2.021853786387095,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
732,Parc,,Germaine-Pépin,0656-000,0.26484251293998334,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
733,,,Darling / Saint-Germain,0389-003,0.12345165487903945,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Autre espace vert,Promenade urbaine
734,Parc,,Napoléon-Sénécal,1052-000,0.15419940969667137,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
735,Parc,,Sicard,0128-000,0.04692772817909194,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
736,Parc,,Beurling,2895-000,2.068977976889901,Ville de Montréal,Verdun,Arrondissement,Parc d'arrondissement,Parc de quartier
737,Parc,,Guillaume-Gamelin-Gaucher,2676-000,0.3892411884530888,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de voisinage
738,Parc,,Beauclerk,0102-000,1.319010065700397,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
739,Parc,,Lady-Alys-Robi,0852-000,2.0572018699876367,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
740,Parc,,Hochelaga,0057-000,1.3093536753547756,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
741,Place,,Louis-Riel,1641-490,0.009915552399045808,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Îlot de voirie
742,,,Boisé de Roxboro,2715-000,4.420448060392758,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de quartier
743,Parc,,Francesca-Cabrini,0494-000,6.049500870538576,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
744,,de,Versailles,2663-000,0.2310911618642099,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de quartier
745,Parc,de,Normanville,0407-000,1.6541906006564664,Ville de Montréal,Villeray-Saint-Michel-Parc-Extension,Arrondissement,Parc d'arrondissement,Parc de quartier
746,,,Centre Boscoville,1192-000,25.42477272971129,Institutionnel,Autre,Privé,Autre espace vert,Espace sportif
747,Place,,Victor-Bourgeau,0190-000,0.14882663878391367,Ville de Montréal,Rosemont-La Petite-Patrie,Arrondissement,Parc d'arrondissement,Îlot de verdure
748,,du,Trianon,1226-000,0.592164434899844,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
749,,du,Trianon,1226-000,0.04227360175093629,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Îlot de verdure
750,,,Chauveau,1641-048,0.17602581864808042,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Espace voirie,Îlot de voirie
751,,,,,0.03909465848629892,Ville de Montréal,Montréal-Nord,Arrondissement,En cours de validation,
752,,,Centre Louis-Fréchette,,0.40057934949262447,Commission scolaire,Commission scolaire,Gouvernement du Québec,Parc d'arrondissement,Parc école
753,Parc,,London,2682-000,0.7302400501604656,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de voisinage
754,Parc,,Roland-Giguère,1268-000,0.27013822444658087,Ville de Montréal,Ahuntsic-Cartierville,Arrondissement,Parc d'arrondissement,Parc de voisinage
755,,de la,Chasse-Galerie,1289-000,0.08522106452323275,Ville de Montréal,Ville-Marie,Arrondissement,Parc d'arrondissement,Parc de voisinage
756,,,,,0.08251629989943327,,,,En cours de validation,
757,,,,,0.06089195914274193,,,,En cours de validation,
758,,,,,0.12526749780223387,,,,En cours de validation,
759,,,,,0.08046303426531956,,,,En cours de validation,
760,,,,,0.13136829460204172,,,,En cours de validation,
761,,,,,0.17380021981108013,,,,En cours de validation,
762,,,,,0.0429170469229187,,,,En cours de validation,
763,,,,,0.017671864094194953,,,,En cours de validation,
764,Parc,,Paquin,2688-000,0.4186822381049633,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de voisinage
765,,,Pie-IX / Henri-Bourassa,1815-001,0.342559168040248,Ville de Montréal,Montréal-Nord,Arrondissement,Parc d'arrondissement,Îlot de verdure
766,,,Louis-Querbes,2569-000,0.3541576801624236,Ville de Montréal,Montréal-Nord,Arrondissement,Autre espace vert,Espace vert
767,,,Langelier-Marie-Victorin,2570-000,0.07625807121135382,Ville de Montréal,Montréal-Nord,Arrondissement,Parc d'arrondissement,Parc de quartier
768,,,École Saint-Rémi,2573-002,0.649094346592129,Commission scolaire,Commission scolaire,Gouvernement du Québec,Parc d'arrondissement,Parc école
769,,,,,0.12582234330588266,Ville de Montréal,Montréal-Ouest,Arrondissement,Parc d'arrondissement,Îlot de verdure
770,,,Garon-Amos,2571-000,0.24424774851118528,Ville de Montréal,Montréal-Nord,Arrondissement,Parc d'arrondissement,Parc de voisinage
771,,,École Saint-Vincent-Marie,2573-003,1.7190185948805492,Commission scolaire,Commission scolaire,Gouvernement du Québec,Parc d'arrondissement,Parc école
772,,,Gouin,2572-000,0.8143728960237456,Ville de Montréal,Montréal-Nord,Arrondissement,Parc d'arrondissement,Parc de quartier
773,,,Jules-Verne,2573-004,1.6190308872466241,Commission scolaire,Commission scolaire,Gouvernement du Québec,Parc d'arrondissement,Parc école
